_SHARE_ENTITY_URN,_ORGANIZATION_ENTITY_URN,ENGAGEMENT,SHARE_COUNT,CLICK_COUNT,LIKE_COUNT,IMPRESSION_COUNT,COMMENT_COUNT,_FIVETRAN_ID,_FIVETRAN_SYNCED
urn:li:share:6992879901095682049,urn:li:organization:52118064,0.07204968944,0,58,0,805,0,Uvm2mvojub/w1dcjYZX2kZN39yk=,2023-09-16
urn:li:share:7038903063612465152,urn:li:organization:52118064,0.09959467284,1,104,65,1727,3,e7RdevTtDFBfnuZPEQxv3pdZFKs=,2023-09-16
urn:li:share:6978803621291282432,urn:li:organization:52118064,0.05762711864,4,46,69,2065,0,rtNVQhpvvvp007Ung83UThQ2j7U=,2023-09-16
urn:li:ugcPost:7029203058043609088,urn:li:organization:52118064,0.04920846843,9,171,76,5243,3,+7d7khksuvtWMA5PZEJGY3l+YUo=,2023-09-16
urn:li:share:7047221084684767233,urn:li:organization:52118064,0.02218700475,0,9,5,631,0,yybkblXSWEQdzz54DKl6FMZoX80=,2023-09-16
urn:li:share:7006706861135597568,urn:li:organization:52118064,0.1079175705,1,169,28,1844,0,3ylXedK+1j8UhVAMBilzXB2nCIQ=,2023-09-16
urn:li:share:7029849866084265985,urn:li:organization:52118064,0.02005347594,0,10,5,748,0,9B6Cwm8KHnufBIKdBrDDvqlogbc=,2023-09-16
urn:li:share:7039263952010108928,urn:li:organization:52118064,0.0243902439,0,5,9,574,0,a/M5kKfJLKVAkhYg1otHeGNUhcg=,2023-09-16
urn:li:ugcPost:7015345959475834881,urn:li:organization:52118064,0.02392821535,0,10,14,1003,0,kI7hEDU2/WUq9XW9ENrxWFVjWzY=,2023-09-16
urn:li:share:6984228899769511936,urn:li:organization:52118064,0.04671631686,3,36,28,1477,2,2q3EkotCrYDaFHpldYyEQ/vQg70=,2023-09-16
urn:li:share:6994400657168351232,urn:li:organization:52118064,0.06415620642,2,55,35,1434,0,0z0TMxzgXCRfxAh0avpi3+MdfX4=,2023-09-16
urn:li:share:7008506063335436288,urn:li:organization:52118064,0.1165656171,2,490,98,5113,4,79I1VpVcqZFfmqSWjAmrK+JOFVk=,2023-09-16
urn:li:share:7092262801464840192,urn:li:organization:52118064,0.04198473282,1,11,21,786,3,s8QjDR5bKWg8Hr69iMRKQUNR+hs=,2023-09-16
urn:li:share:6958113473864101888,urn:li:organization:52118064,0.06896551724,1,29,57,464,1,269AAkz9tLGW1rw3ehJnQyPC6mI=,2023-09-16
urn:li:share:7072542916061106176,urn:li:organization:52118064,0.04743083004,2,72,45,2530,1,YYsZLH2kemTIsroxwoj2IOfZZgY=,2023-09-16
urn:li:share:6991393094885675008,urn:li:organization:52118064,0.04220499569,1,18,29,1161,1,4/sz4Cnl1nRNX5M+fJISUq/ACRQ=,2023-09-16
urn:li:share:7056364124385017856,urn:li:organization:52118064,0.05243445693,4,15,36,1068,0,I+w8Bvv4GwxPSbwEPALx7XygKqM=,2023-09-16
urn:li:share:7090299930807865344,urn:li:organization:52118064,0.09854851031,2,85,45,1309,0,p7jjzrpAqeyPznxfdklyulguiDc=,2023-09-16
urn:li:ugcPost:7046880032077594624,urn:li:organization:52118064,0.07344632768,10,53,79,1947,1,G1gjMG0SQjOvXPNZHlyRhCli1rQ=,2023-09-16
urn:li:share:7062422728074555392,urn:li:organization:52118064,0.03232758621,2,21,23,1392,0,qP+Splf+I4nCAC5Pdk8dXvhHsXY=,2023-09-16
urn:li:share:6984519336988205056,urn:li:organization:52118064,0.02367531003,1,4,16,887,0,xFDts4j71bT2CICDF+RAO1TyCIQ=,2023-09-16
urn:li:share:6983816904368889856,urn:li:organization:52118064,0.4118577075,4,962,74,2530,2,BWGWA1vYVIT152WMVIThbVjSNhc=,2023-09-16
urn:li:ugcPost:7001287174226669568,urn:li:organization:52118064,0.03501280956,1,15,25,1171,0,nrX7bOo8HMtnmNcUxkBF31DNGtk=,2023-09-16
urn:li:share:7020827284689326081,urn:li:organization:52118064,0.02556237219,0,16,9,978,0,bd7bO7Jg4xQov0JCkCTwUvuOml4=,2023-09-16
urn:li:share:6983812091300175873,urn:li:organization:52118064,0.4313304721,0,577,26,1398,0,8O6CRqOc6yXP1E++nwBmYRS0G3U=,2023-09-16
urn:li:share:7089961255725109248,urn:li:organization:52118064,0.0843373494,3,28,103,1162,2,p/WaZNHTfNlXcdJy66OD0lbJO0E=,2023-09-16
urn:li:ugcPost:7012446952764182528,urn:li:organization:52118064,0.03102625298,1,15,23,1257,0,0vWfTj3z1gchZrZtnPFnVqk2WGY=,2023-09-16
urn:li:share:7046555108918132736,urn:li:organization:52118064,0.09837467921,1,73,40,1169,2,gfcG2MvwM5DinbAr3EAM7WHjq88=,2023-09-16
urn:li:share:7059975189199024130,urn:li:organization:52118064,0.02564102564,0,11,11,858,0,reP2HPfVNnU0M5g9nlmeNw8YXuY=,2023-09-16
urn:li:share:7003739712683208704,urn:li:organization:52118064,0.03485576923,1,16,12,832,0,zhgankSME5T0u4AShV8vid+VlH4=,2023-09-16
urn:li:share:7095464203003564033,urn:li:organization:52118064,0.1923383879,1,394,86,2506,1,yTDAgrdRnYs73O0kzu5HfTQ7hRY=,2023-09-16
urn:li:share:6992878352982257664,urn:li:organization:52118064,0.05991189427,0,87,48,2270,1,FHZyfaxaJTuuLW+21IGH583XZmc=,2023-09-16
urn:li:share:7086776304682876929,urn:li:organization:52118064,0.07952973721,2,84,30,1446,0,FdJ5Tnc5jg37T6oYWrx9F3DdnPE=,2023-09-16
urn:li:share:7036425309428072448,urn:li:organization:52118064,0.01851851852,0,8,6,756,0,bu4XS9Q49YrXi1IyYn/d5zRqnMc=,2023-09-16
urn:li:share:6999034112372068352,urn:li:organization:52118064,0.03345959596,0,28,25,1584,0,ZNtFUmpQITWynNMOrHpdFvN6q10=,2023-09-16
urn:li:share:7087763230890082305,urn:li:organization:52118064,0.05922330097,0,41,16,1030,4,xWNHKC5bzRFA82m3g0p3YGXxIm0=,2023-09-16
urn:li:share:7023726406400430080,urn:li:organization:52118064,0.1432522124,1,409,103,3616,5,ExIpzPFZnQy47w8mMeZVuc175Rc=,2023-09-16
urn:li:share:7055249777449463808,urn:li:organization:52118064,0.04004449388,0,28,7,899,1,xkP54Pdw8rbEkzROgg+jdzxP3l4=,2023-09-16
urn:li:share:6986366020911251456,urn:li:organization:52118064,0.03195739015,0,14,10,751,0,M2PhXTGG6rSAVCclpQ9XG6PlRMc=,2023-09-16
urn:li:share:7044424122382106624,urn:li:organization:52118064,0.08066298343,0,61,12,905,0,KQyRXaln2/dUCzSIZOHYM8YnA3g=,2023-09-16
urn:li:share:7033888568842342400,urn:li:organization:52118064,0.06274206042,0,55,27,1291,0,P58rfChYBX2T+EFaiLyMPTqbCW8=,2023-09-16
urn:li:share:7031717577215143936,urn:li:organization:52118064,0.04214123007,0,26,11,878,0,6FwBTQqqh2Tcf23qActlm1pPImc=,2023-09-16
urn:li:share:7042148098235645952,urn:li:organization:52118064,0.02949061662,0,8,14,746,0,R13y9ISAUTw2uihnxXiPmlDdv4c=,2023-09-16
urn:li:share:7084877864927428608,urn:li:organization:52118064,0.08127208481,2,95,62,1981,2,MCiYyHthvUFNsUUoVe8sUzNYFnw=,2023-09-16
urn:li:share:7044387184019128320,urn:li:organization:52118064,0.05864567586,53,469,574,19183,27,BtnOYfr7lyXGmXlLqOt3wA62+LA=,2023-09-16
urn:li:share:7107446512820838400,urn:li:organization:3309638,0.07849293564,0,28,21,637,1,QRwmjtvbkvzdsMJmpu9fpAIa77Q=,2023-09-16
urn:li:share:7105589433919291392,urn:li:organization:3309638,0.0503875969,2,6,5,258,0,50xXUYiRT0/ioaoenDw4uQGDBLQ=,2023-09-16
urn:li:share:7104497328216043520,urn:li:organization:3309638,0.03935599284,0,5,17,559,0,ulGCi5Jh4TUOWvv22waf9wvEAyU=,2023-09-16
urn:li:share:7103008670631821313,urn:li:organization:3309638,0.1343836886,0,124,21,1079,1,0XWJ+ubhPynERlrHHzVOBvpV2hc=,2023-09-16
urn:li:share:7102309069511671808,urn:li:organization:3309638,0.1224043716,0,92,20,915,0,FQ08g9fjl4ORZ1JBtYE582SJTsk=,2023-09-16
urn:li:share:7100518338031751169,urn:li:organization:3309638,0.1301272984,0,70,22,707,0,cGTTrexzUR+hh/jeEjNtJk+AC9I=,2023-09-16
urn:li:share:7100153682872131587,urn:li:organization:3309638,0.0472854641,0,25,3,571,0,o6BP/MHs6e5hk0Pp9S4CvmIQmxg=,2023-09-16
urn:li:share:7099892581190246400,urn:li:organization:3309638,0.0444015444,3,14,6,518,0,rcBU5ctl/v+/08o4jReJ0xWsWvk=,2023-09-16
urn:li:share:7099822008221274115,urn:li:organization:3309638,0.08303249097,1,41,23,831,4,79ly5I/Fvk9+d8Lx7oxKj/v/o9k=,2023-09-16
urn:li:share:7098148046051385344,urn:li:organization:3309638,0.03672316384,1,8,5,354,0,noObR2qY25BCSk1ift1rsx69HHg=,2023-09-16
urn:li:share:7097622045080920065,urn:li:organization:3309638,0.06125574273,1,27,10,653,2,ozxJr0ZIQpIvPxzj1FkYisWKrxM=,2023-09-16
urn:li:share:7067867860882124800,urn:li:organization:3309638,0.0413354531,0,11,15,629,0,PMMtPa7bPwbtsG68Hs6vBWfYBhY=,2023-09-16
urn:li:ugcPost:7077691584502272001,urn:li:organization:3309638,0.0806010929,1,75,40,1464,2,XYXgd5Zpw7an8Whc9nSV37z7+QM=,2023-09-16
urn:li:share:7037144998810714113,urn:li:organization:3309638,0.07078039927,0,28,12,551,0,WoxDYak/5X4r7WeVo6gPEcj+9aw=,2023-09-16
urn:li:ugcPost:7038908364113805312,urn:li:organization:3309638,0.06717557252,1,38,47,1310,3,PxTq3K2vXvhFwZkFHwuLwko/wdQ=,2023-09-16
urn:li:ugcPost:7087474897320382464,urn:li:organization:3309638,0.05035971223,4,13,25,834,0,h3RZlJCSxoFMgqdQYMXq4l8wyLc=,2023-09-16
urn:li:ugcPost:6988244200983076864,urn:li:organization:3309638,0.04866743917,0,28,15,863,0,qnUGzM6NLZDJNeUVrgPxME8T1mM=,2023-09-16
urn:li:share:7026250454959349760,urn:li:organization:3309638,0.05349794239,0,19,8,486,0,O/6oHOnbxFO4sv73mHl7PUniYTE=,2023-09-16
urn:li:ugcPost:7072690663124844544,urn:li:organization:3309638,0.07636887608,0,77,27,1388,2,F6lB5MahoJwrLTVk6DrLO6eTlVI=,2023-09-16
urn:li:ugcPost:7087874425194254336,urn:li:organization:3309638,0.0422125182,0,12,16,687,1,Z09dKyFmG0MGAe7WnncaMm6NE5w=,2023-09-16
urn:li:share:7024716909140971520,urn:li:organization:3309638,0.07153502235,1,36,13,671,0,8JHeHIYsQ2QiXnCMxkwsSzMpycw=,2023-09-16
urn:li:share:7071527027287212032,urn:li:organization:3309638,0.1543985637,3,137,32,1114,0,qflosQIiRjpi7iTFbNbSpUixNBo=,2023-09-16
urn:li:share:6978735479089192960,urn:li:organization:3309638,0.05289421158,0,41,13,1002,0,RrNRG+UhnDLFheg7gQVQsPlVguk=,2023-09-16
urn:li:share:7036398601270411264,urn:li:organization:3309638,0.09079903148,0,58,18,826,0,EDNLxX7Ri3/ovIiZUTjpTpVh1dY=,2023-09-16
urn:li:share:6986403497843863552,urn:li:organization:3309638,0.1041831097,2,87,44,1267,0,KAjhKL9XXcIGujdC9uyukQ69vBE=,2023-09-16
urn:li:share:7039658153885528064,urn:li:organization:3309638,0.07301980198,0,32,28,808,0,NyTdfZVy5jb3KIMXdldma3YyyzA=,2023-09-16
urn:li:share:7023737612561522688,urn:li:organization:3309638,0.07401812689,0,37,13,662,0,IIshFMngh9G8KTds2pzCOfMEBdw=,2023-09-16
urn:li:ugcPost:7065036264571342848,urn:li:organization:3309638,0.04283965728,0,23,12,817,0,2fnwv4TBvs8Mwzbtg48jfwYu6ec=,2023-09-16
urn:li:share:7049112466298998784,urn:li:organization:3309638,0.301502666,0,583,38,2063,1,6FZC1wv+XJF0VMV8nI1YVpo6DPk=,2023-09-16
urn:li:share:7059964170280042496,urn:li:organization:3309638,0.04592901879,2,7,14,479,0,Mt/oQm07LCeCNCFkao4F5pBRlGU=,2023-09-16
urn:li:share:7064648386473312256,urn:li:organization:3309638,0.04428904429,1,49,28,1716,0,Czpstq88cB+7UfpMd0SQdOk2wcg=,2023-09-16
urn:li:share:7089661229580894208,urn:li:organization:3309638,0.08182683159,5,47,34,1051,3,Qo9kQhoSAF0BJcN4DQkyBVbjkT8=,2023-09-16
urn:li:share:7057452268387762176,urn:li:organization:3309638,0.1371882086,0,101,21,882,0,66zKsfGaVe7PlHtkuvB+XfzTOAU=,2023-09-16
urn:li:share:7087107885398167552,urn:li:organization:3309638,0.1338411317,2,102,19,919,0,cYQIfcI4WZvVlyg0IyeWNxlcPDE=,2023-09-16
urn:li:share:7004479997721686016,urn:li:organization:3309638,0.05698630137,0,64,37,1825,4,A3z2Np0e+SPF9zgsNEw+fLXZLHY=,2023-09-16
urn:li:ugcPost:7056978861518946304,urn:li:organization:3309638,0.0768588137,0,60,32,1197,1,imHiWDbQ9IyVcKofJvrKwVbrFGE=,2023-09-16
urn:li:share:7041502688798277633,urn:li:organization:3309638,0.1384083045,0,170,31,1445,0,pbYjR2NXja50HuNbXP0k7rkNcAg=,2023-09-16
urn:li:share:7009291111659712512,urn:li:organization:3309638,0.06962025316,2,77,21,1422,0,A3JK+QO7jd6debA6YhUoGWUX2r0=,2023-09-16
urn:li:share:7071963896957333504,urn:li:organization:3309638,0.1459369818,1,148,27,1206,0,Aex2rCwYUSKWGjZPjC+hY/DCGoI=,2023-09-16
urn:li:share:7026940254838284288,urn:li:organization:3309638,0.06229508197,0,45,13,915,0,7kTmlGA+eudoY9qt4vwXqfdV2Fs=,2023-09-16
urn:li:share:6983808314224623616,urn:li:organization:3309638,0.07091469681,0,54,16,973,0,MdrojKKaWc8a9/29W95soVpGTwI=,2023-09-16
urn:li:share:6967909190908461056,urn:li:organization:3309638,0.08399366086,6,26,22,631,0,DXXrWOOLMTZRpjvJ7mOhZfxhoYM=,2023-08-23
urn:li:share:6970446125434617856,urn:li:organization:3309638,0.03695652174,0,7,12,460,0,yyOCuB1a4TpI1HmKCnW5rn5eeqg=,2023-08-30
urn:li:share:6973002495883177984,urn:li:organization:3309638,0.03577512777,0,15,8,587,1,o5qnku+LSEnYFXXZxx9VBCXSuSc=,2023-09-06
urn:li:ugcPost:6974017918250496000,urn:li:organization:3309638,0.05349794239,0,38,28,1215,1,j1/EalIt40kdU+h3AAlHolGeB9Y=,2023-09-09
urn:li:share:6975559478293184512,urn:li:organization:3309638,0.03276353276,0,13,11,702,0,6s6+ZeoDCq9S84IIokK/FRNm8OA=,2023-09-13
urn:li:share:6976286733223022592,urn:li:organization:3309638,0.03294573643,0,12,6,516,0,fsSZcVnGRVhNdtEtrrMgwWRK0E4=,2023-09-15
urn:li:ugcPost:7021933074074517504,urn:li:organization:3309638,0.06114718615,1,81,32,1848,0,YS47NxHCvDAhsQ1fmPkHPOa60jk=,2023-09-16
urn:li:share:7062073387510046721,urn:li:organization:3309638,0.0566893424,3,12,11,441,0,7FDYPAd//NbWQypYoHL4dmZuSFA=,2023-09-16
urn:li:share:7084953079715958784,urn:li:organization:3309638,0.104109589,1,139,46,1825,4,w4tH1XxCjlN2gwvr4yg9fCAJgZ0=,2023-09-16
urn:li:share:7005982815511076864,urn:li:organization:3309638,0.02337228715,0,14,15,1198,0,kkS9OeGH6ykYtA+9FU+f2HdDzXc=,2023-09-16
urn:li:share:7061811422762057728,urn:li:organization:3309638,0.1135802469,3,55,34,810,1,oNrPxPnO43FACdwOh8h0gED26FI=,2023-09-16
urn:li:share:7063143943273619456,urn:li:organization:3309638,0.02388059701,0,6,3,335,0,q4YaMyhTderHsZfgK51ukk5+R0w=,2023-09-16
urn:li:share:7019395455604158464,urn:li:organization:3309638,0.0341997264,1,11,14,731,1,kT8zq75kTiZpsySCNRTfknP7Cj8=,2023-09-16
urn:li:share:7051642907455344640,urn:li:organization:3309638,0.1297968397,0,190,37,1772,4,EKM0Xq8QFA8YDAgqz40kSmUfzkk=,2023-09-16
urn:li:share:7063503615801335808,urn:li:organization:3309638,0.03084832905,0,10,3,389,0,shcbeb/oiy+O2kvjkoT+0pQg0Uo=,2023-09-16
urn:li:share:7097198692616560640,urn:li:organization:3309638,0.0430292599,1,17,7,581,0,LcAXubvaoAzGpFhrZZrJ3XcmbxI=,2023-09-16
urn:li:share:7082184830221709314,urn:li:organization:3309638,0.03063063063,4,8,5,555,0,90EtXYUinRiOH7GbTnMvDPko2xs=,2023-09-16
urn:li:share:7031346645141241859,urn:li:organization:3309638,0.05297297297,0,32,18,925,0,8u/3z2BepZmetEzBGE6N0JV7q2c=,2023-09-16
urn:li:share:7043987436623851521,urn:li:organization:3309638,0.06518282989,3,23,16,629,0,bpCsI/CjMNPU0z4LtQCTZ0P1dqQ=,2023-09-16
urn:li:share:7076997568508948480,urn:li:organization:3309638,0.0406885759,2,9,15,639,0,Q0WhI78aqS05bUoJT+odsivDrtg=,2023-09-16
urn:li:share:6994018107912589312,urn:li:organization:3309638,0.04941176471,2,27,14,850,0,5/k6AK+EINax0EZ1k6zOGuVnCbo=,2023-09-16
urn:li:share:7021487058514808832,urn:li:organization:3309638,0.04205607477,0,20,8,642,0,r2pGXjv6p+YJ3LC5bVRLmbG+x0c=,2023-09-16
urn:li:share:7079181987718041600,urn:li:organization:3309638,0.07586206897,7,33,28,870,0,7ND6mOKpuCORByMROYL+6ZTqBCk=,2023-09-16
urn:li:share:7016850982508666880,urn:li:organization:3309638,0.05045045045,0,29,28,1110,0,R28zinDEgsRg/YylmX43bYYpnYI=,2023-09-16
urn:li:share:7054913399993851904,urn:li:organization:3309638,0.04545454545,2,14,16,704,0,lFykvVOjwMN62divSmIl3waJRxo=,2023-09-16
urn:li:ugcPost:7037505482143535104,urn:li:organization:3309638,0.06318082789,2,30,27,918,0,VPm8IIYQWQvauW4EdW2K9zTnHjo=,2023-09-16
urn:li:share:7001717817947426816,urn:li:organization:3309638,0.0307062436,0,19,12,977,0,RbmwYhZz9n8kUDf0Ouh6EiWMDs0=,2023-09-16
urn:li:share:7082116024271048704,urn:li:organization:3309638,0.02941176471,0,8,8,544,0,Enhd9WOrYxA5WKGPDXqdfELk3Fk=,2023-09-16
urn:li:share:7012940486218846208,urn:li:organization:3309638,0.04886769964,1,20,21,839,1,SirvinZlSXDfZpuWqKizelYq9pU=,2023-09-16
urn:li:ugcPost:7003476966376951809,urn:li:organization:3309638,0.04225352113,1,36,15,1207,0,en72VXHX7Xy8qsIhKtbZX7UC8gQ=,2023-09-16
urn:li:share:7026559817523597312,urn:li:organization:3309638,0.02661207779,0,10,17,977,0,V3aFoISPnXrqHKUf39rl3SDkPqg=,2023-09-16
urn:li:share:7094722977719603201,urn:li:organization:3309638,0.09775429326,1,56,17,757,0,KB8x76KhaJrtdhAJMFgPKrtfxjg=,2023-09-16
urn:li:share:6980171975268741120,urn:li:organization:3309638,0.07957153787,0,88,17,1307,1,+GPf7raAk+GedEz5h+PGuSYLlz8=,2023-09-16
urn:li:share:6988976903915278337,urn:li:organization:3309638,0.07250996016,0,62,28,1255,2,wXsCs9O451zLL2tmO2klJ8KyHgg=,2023-09-16
urn:li:share:7066919320320167937,urn:li:organization:3309638,0.03387096774,1,8,12,620,0,A6vLlIGGavNFvbRvuqHnxwupXb0=,2023-09-16
urn:li:share:7080565207613259776,urn:li:organization:3309638,0.1358208955,2,71,18,670,0,8ux/eOt3NwVZQLW7V97ouiDbkb4=,2023-09-16
urn:li:ugcPost:7018691035560124416,urn:li:organization:3309638,0.05335489086,0,31,36,1237,0,TexvI8RdboFm+s9bAbN0SGHSEsc=,2023-09-16
urn:li:share:7072355257309126656,urn:li:organization:3309638,0.02203856749,0,5,3,363,0,Zi58TIpZPw5Xm07v/J6acupPivs=,2023-09-16
urn:li:share:7075193781284716544,urn:li:organization:3309638,0.04091653028,3,13,9,611,0,b3LVsxoEpBpJ9KuW1uKAxhf20c4=,2023-09-16
urn:li:share:7092862599662358528,urn:li:organization:3309638,0.1817298348,3,144,47,1029,2,0m2NAWa+OuegXToLPPYGHY5lI7U=,2023-09-16
urn:li:share:6991518312442601473,urn:li:organization:3309638,0.04728789986,1,16,17,719,1,BDBW/PwC7nYOL5+JNcwHBNDJFPk=,2023-09-16
urn:li:share:7000943062386429953,urn:li:organization:3309638,0.6149455112,0,1160,26,1927,0,5Rap6nYGEHcIg4hF2QpzB+kY4qY=,2023-09-16
urn:li:share:6993315501657505792,urn:li:organization:3309638,0.1427541456,1,172,26,1387,0,5GUxSROsGZ4b9UDPliISc40W6LU=,2023-09-16
urn:li:ugcPost:6990770716056977408,urn:li:organization:3309638,0.045,2,21,23,1000,0,VrSpen14R1zCG6PHg6QcnVW1uGA=,2023-09-16
urn:li:share:6983127794662731776,urn:li:organization:3309638,0.05894519131,0,36,22,967,0,dQyhOeHSBWx5pS/lehCoICqgX78=,2023-09-16
urn:li:share:7062427705656406017,urn:li:organization:3309638,0.02669902913,1,5,6,412,0,6h9DfixH9U7C41100YlirSCZQfw=,2023-09-16
urn:li:share:7033849841994670082,urn:li:organization:3309638,0.02688172043,1,6,9,558,0,D2q1tMhZVGzZpkCd49pJjdgik2U=,2023-09-16
urn:li:ugcPost:7085336149652635651,urn:li:organization:3309638,0.04836415363,2,26,6,703,0,poxlLhBAFWahtWDK/2VA+sTJrSI=,2023-09-16
urn:li:share:7049781253385949185,urn:li:organization:3309638,0.2656505171,0,455,33,1837,1,LfvsPBWmVSQnxgn0CnOtXqJzqOg=,2023-09-16
urn:li:share:7090402061002952704,urn:li:organization:3309638,0.03184713376,1,6,8,471,0,IzFditixW25W/YJiJcDXdqxcyXE=,2023-09-16
urn:li:share:6995869645148733441,urn:li:organization:3309638,0.06855791962,0,57,31,1269,0,c39E5SzleBxVfqBFJk0CUCRVWOs=,2023-09-16
urn:li:ugcPost:7057060810476457984,urn:li:organization:3309638,0.05868263473,0,31,19,835,0,X/Q2gm7MrYDbocZdjvHhMhFErZI=,2023-09-16
urn:li:share:7046569353198141441,urn:li:organization:3309638,0.1014823261,4,64,21,877,1,Aj6p4sphI4blnQvZ+m4yuGM+7qQ=,2023-09-16
urn:li:ugcPost:6996512940954705920,urn:li:organization:3309638,0.04996577687,0,47,27,1461,0,rPcNUYmHabbaciGMkqIW3taCFYA=,2023-09-16
urn:li:share:7084610290604003328,urn:li:organization:3309638,0.03921568627,0,16,6,561,0,FOW5zEGG1yfuOM5jzG7o3HKnaBU=,2023-09-16
urn:li:share:7052377560428511232,urn:li:organization:3309638,0.06927710843,5,16,24,664,2,VfcsKL54c7kj+8xP4SCB7tlrlHA=,2023-09-16
urn:li:share:7054179808905211904,urn:li:organization:3309638,0.05695142379,5,15,15,597,0,5s0YpEopzfc2lnfckGk7JlbpDRM=,2023-09-16
urn:li:ugcPost:7074486766275072000,urn:li:organization:3309638,0.05742296919,0,30,11,714,0,qBdoSbzwjvczJWVqGoBXazuAKEk=,2023-09-16
urn:li:share:7034623927859511296,urn:li:organization:3309638,0.07510431154,0,43,12,719,0,HVKxVm+TpsGReFTObM/hZoWo6dU=,2023-09-16
urn:li:share:7008815406958219264,urn:li:organization:3309638,0.1518518519,0,284,43,2160,2,UsDq+Fa/SxGlqxFNpRGgcRV3bmc=,2023-09-16
urn:li:ugcPost:7079793421137154048,urn:li:organization:3309638,0.08863198459,2,72,18,1038,0,cwvhJ4txD/qJf9NYJCD8pYZhglM=,2023-09-16
urn:li:share:7092160425382838273,urn:li:organization:3309638,0.0705244123,1,18,23,553,0,BLMU5iY3jfSaPrx0bPlkqJO7dFc=,2023-09-16
urn:li:share:7064324611819069440,urn:li:organization:3309638,0.03290246769,0,19,10,851,0,+V/FJRr3xc7jxhURkxu4o0xvs8w=,2023-09-16
urn:li:share:6978100337517740032,urn:li:organization:3309638,0.03972366149,0,15,9,579,0,AVfLmSQgKXz/NbbH5/13DaKzM1Y=,2023-09-16
urn:li:share:7069753779411189762,urn:li:organization:3309638,0.04928664073,0,23,15,771,0,YnOYOsegjDb3UT+7/AOfuCCyhxE=,2023-09-16
urn:li:share:7097268060750843904,urn:li:organization:3309638,0.06301652893,1,25,35,968,0,SIhAtrj1Fjnw5CnqI7hSzh/QIQE=,2023-09-16
urn:li:ugcPost:7042246718041579520,urn:li:organization:3309638,0.04365904366,0,29,14,962,0,sULvemDPoIU9XIa2szj0RHOIB6Q=,2023-09-16
urn:li:ugcPost:7047336004046749696,urn:li:organization:3309638,0.05529010239,0,48,33,1465,1,hqmCHIQwWqvYaQBLUQNmZBsOXCY=,2023-09-16
urn:li:share:7072729324981760000,urn:li:organization:3309638,0.03828828829,4,10,4,444,0,MLofl22S6S0BJgdY4GXgnevVYGE=,2023-09-16
urn:li:share:6998402008688848896,urn:li:organization:3309638,0.06750572082,0,45,15,874,0,hLZ2/Aw5Dq0rQQ+eAVAh7e95kxM=,2023-09-16
urn:li:share:6999475263357014016,urn:li:organization:3309638,0.1477162293,3,248,53,2058,1,aGZrDv285jwFcM4ims3i6mlggRY=,2023-09-16
urn:li:share:7062523801988730880,urn:li:organization:3309638,0.03096539162,2,8,8,549,0,W3fYzsIVCRe4eKl6DTLCS3S7Rbk=,2023-09-16
urn:li:ugcPost:7046186060191563776,urn:li:organization:3309638,0.07775919732,2,61,28,1196,3,zouZUXt79xQV8NvlmmOUw3fq+sQ=,2023-09-16
urn:li:share:7011803596266635264,urn:li:organization:3309638,0.03855721393,0,14,17,804,1,oUCShl1EZm1eAk6S1F7FuT0BtlE=,2023-09-16
urn:li:share:6978736512754462720,urn:li:organization:3309638,0.05990016639,0,59,15,1202,0,FlB6JQnk8zo2YRl4t0AGAbVY6oM=,2023-09-16
urn:li:ugcPost:7082813229483098115,urn:li:organization:3309638,0.05096153846,0,33,20,1040,0,pnk2CnskgpxcH3KmEHiuoZqBHVM=,2023-09-16
urn:li:share:6981306303969181696,urn:li:organization:3309638,0.06395348837,0,34,11,688,0,kG+cudHJhBb645dG2CAzptzzTM4=,2023-09-16
urn:li:share:7095420466537889792,urn:li:organization:3309638,0.08474576271,4,28,28,708,0,BZJHu8W3uUiJblBs2l+7PG9gnTk=,2023-09-16
urn:li:share:7032087457676333056,urn:li:organization:3309638,0.07488822653,7,114,75,2684,6,y2f4IJplaKgp94nUjTdFjKCeMlw=,2023-09-16
urn:li:share:7062946440263692288,urn:li:organization:3309638,0.02694610778,0,5,5,334,0,wXCwqOvYGAgNKpVHkobUC0ScjNw=,2023-09-16
urn:li:share:7011059850453417984,urn:li:organization:3309638,0.06195546951,3,50,11,1033,1,DU0LTZrYY9znItJFhylMvjHxOIY=,2023-09-16
urn:li:share:7073246649069752320,urn:li:organization:3309638,0.03558718861,2,13,5,562,0,tdkQRnBEkUHbdHiKBjrObWIEgxc=,2023-09-16
urn:li:ugcPost:7069466247985303552,urn:li:organization:3309638,0.08118081181,3,34,16,813,0,H5HmlBevUbw1v8MrPXua4HP3E2k=,2023-09-16
urn:li:share:7029579644571963392,urn:li:organization:3309638,0.06102635229,0,35,10,721,0,KHwSblBT918Y1t2Ju5X+tdMdPSc=,2023-09-16
urn:li:share:7016118893605793792,urn:li:organization:3309638,0.04871794872,2,35,21,1170,0,67mXUS9HGrwTtuOMfRl50XzV1bo=,2023-09-16
urn:li:ugcPost:7059269939035009024,urn:li:organization:3309638,0.07073954984,0,40,26,933,1,NslJG2CM2HtAdV1qOBeiUEB3uqw=,2023-09-16
urn:li:share:6878693494387568640,urn:li:organization:10043,0.1081081081,0,0,4,37,0,JZFgKlpoWCM7CPFg9JWwTYXzTu0=,2022-12-20
