ID,AUTHOR,CREATED_TIME,SPECIFIC_CONTENT_SHARE_COMMENTARY_TEXT,SPECIFIC_CONTENT_SHARE_MEDIA_CATEGORY,COMMENTARY
urn:li:share:6971143438268317696,urn:li:organization:10043,2022-09-01,YOU'RE INVITED to the second edition of the Hyland India Hackathon! 🎉💻👏Head to the link below to check out the details. Registration closes soon❗➡️ https://lnkd.in/gNqXrJCC,IMAGE,
urn:li:share:6938505841989877761,urn:li:organizationBrand:25736,2022-06-03,"Join us at our next 🎤 Tech Talk Live 🎤 on Wednesday, June 8th at 3pm GMT as Alexandre Chapellon and Giovanni Toraldo, discuss Alfresco Ansible.Register here ➡️ https://lnkd.in/gShHK-jn",IMAGE,
urn:li:share:6963876654515453952,urn:li:organization:10043,2022-08-12,"Angel Borroy, Hyland Technology Evangelist, examines three ways to tell your understanding of #OpenSource security is outdated. It’s time to patch your thinking. 🛠️💭🔒",ARTICLE,
urn:li:share:6981598806429642752,urn:li:organization:18124695,2022-09-30,"Learn from Sam Babic, Hyland Chief Innovation Officer, how companies can use #LowCode solutions as a foundation for RPA. 🛠️🖥️👇",ARTICLE,
urn:li:share:6935938005169836032,urn:li:organization:10043,2022-05-27,"""From January 2020 to April 2021, we made five acquisitions to add to our technology portfolio and capabilities. The focus of our capabilities is #ContentServices, but we also do a lot of things that are not strictly content services but augment them well."" - Ed McQuiston, Hyland Chief Commercial Officer 🎤",ARTICLE,
urn:li:share:6960263052109783040,urn:li:organization:10043,2022-08-02,"We'd like to send a HUGE thank you to our Hyland community for another successful #HylandWeekofService! 👏240 Hyland employees across the country donated their time to 19 different organizations and nonprofits. It was a week full of smiles, laughs and a lot of big hearts. 💚",IMAGE,
urn:li:share:6950780711750557696,urn:li:organization:10043,2022-07-07,"Hyland Summit, our premier digital transformation forum focused on content services modernisation and achieving success in the cloud, is coming to London. 👏Join us in person Thursday, 20 October 2022 to network, learn and discover. ✨ #HylandSummitLondon Register now: https://lnkd.in/gpu9sKNf",IMAGE,
urn:li:share:6991019955748036608,urn:li:organization:10043,2022-10-26,"📣 We're proud to share that Hyland has named Christopher McLaughlin our new chief revenue officer.💚 Welcome to the team, Chris! 👉 Learn more about Chris and his new role: https://lnkd.in/g5RddT4P",IMAGE,
urn:li:ugcPost:6983010355304169474,urn:li:organization:10043,2022-10-04,OnBase DARK MODE is here! 🌚Along with a full lineup of other #Hyland platform updates and releases. Check out what Q3 brought to life. 👇https://lnkd.in/gYKw3k6p,VIDEO,
urn:li:share:6983396074942083072,urn:li:organization:10043,2022-10-05,"Organizations collect massive amounts of data daily but fail to use it effectively to guide decision-making. 👎Sam Babic, Hyland CTO, shares six steps to apply decision intelligence. 👣 ",ARTICLE,
urn:li:share:6998646136731299841,urn:li:organization:10043,2022-11-16,🖐️ stand-out articles in 🖐️ minutes!Catch up on the best reads of October: https://lnkd.in/gnMGpJBn,ARTICLE,
urn:li:share:7010574824154570752,urn:li:organization:37930,2022-12-19,"This quarter’s additions to the #Nuxeo Platform bring features that create a better user experience, more streamlined workflows and reduced costs. 📉👏Here's your brief on everything new this quarter in Hyland #ContentServices:",ARTICLE,
urn:li:ugcPost:6996093682902863873,urn:li:organization:10043,2022-11-09,"A new episode of #HelloHylander is here! 🎬Hit play to meet Dayan, a Hyland Lead Qualification Specialist based in Mexico City! 👋🌎",VIDEO,
urn:li:share:6960942660845019136,urn:li:organization:10043,2022-08-04,"Reasons why insurers need a modern #ECM system in 2022? 🤔Our partner, Duck Creek Technologies, has 10. ⬇️",ARTICLE,
urn:li:share:6983758234801106944,urn:li:organization:10043,2022-10-06,"Soumya, a Technical Writer 2 based in India, shares a bit about why he chooses to #BuildatHyland. 👇 Hints: 📚⌚☕🍳Interested in learning more about a role on our Hyland tech team? ⬇️ https://lnkd.in/e7YfUHaU",IMAGE,
urn:li:ugcPost:6971179959201513473,urn:li:organization:10043,2022-09-01,Introducing... DARK MODE 🌚🖥️⚫Discover Hyland's latest platform-wide enhancements: https://lnkd.in/gpyHrJFe,VIDEO,
urn:li:ugcPost:6948044967495839744,urn:li:organization:10043,2022-06-29,"Join us this September at #CommunityLIVE 2022 to attend sessions, try out new product features, and experience what’s new and next in your digital landscape. 🚀⭐ Use code ""SOCIAL22"" to save $50 on your registration! ⭐Register now ➡️ https://lnkd.in/g4dX9Dfj",VIDEO,
urn:li:ugcPost:6948275112957673472,urn:li:organization:10043,2022-06-30,"Although June is coming to a close, our community is supporting and celebrating #PRIDEatHyland all year long. 🏳️‍🌈 Love, acceptance and understanding is at the core of who we are. 💚 What does #PRIDE mean to you? Drop a comment below! 🌈",NATIVE_DOCUMENT,
urn:li:share:6931951652379799552,urn:li:organization:10043,2022-05-16,"Our newest brand ambassador, is a down-to-earth 😎, fast-driving ⚡, coffee-loving ☕ native of Finland. 🌏Learn more about our newest teammate, Valterri Bottas:",ARTICLE,
urn:li:share:6974652838429822976,urn:li:organization:37930,2022-09-11,"In addition to Hyland's partnership with The Linux Foundation, we’re also a gold sponsor and attendee at this week's Open Source Summit Europe, the premier event for open source developers, technologists and community leaders. Drop by booth G7 to say hello! 👋",ARTICLE,
urn:li:share:6955129644731834368,urn:li:organization:10043,2022-07-19,"More than 1,300 Hyland OnBase users deploy their #ContentServices platform in the Hyland Cloud. ☁️  Take a glimpse at their experiences. ⬇️ ",ARTICLE,
urn:li:share:6972916778964307968,urn:li:organization:10043,2022-09-06,"“Many of our latest product enhancements resulted from direct feedback from our customers, and meeting their needs and helping them achieve their goals is our top priority.” ⚙️✔️Start exploring our new features. ⬇️",ARTICLE,
urn:li:share:6935560595014369280,urn:li:organization:37930,2022-05-26,🎨 Greater customization🧱 Scalability💰 Cost-effective📦 Ready out-of-the-box🤝 Community support🛠️ Quick bug fixesTake a closer look at our top 6️⃣ reasons to adopt open source #DAM software:,ARTICLE,
urn:li:share:6935198248206839809,urn:li:organization:10043,2022-05-25,"There are many reasons to adopt an open source #DAM solution, but we've sorted through the long list and pulled out the top 6 most important considerations. Let's take a look. 👇👀",ARTICLE,
urn:li:share:6974275352776892416,urn:li:organization:10043,2022-09-10,"Future-focused digital themes, inspiring customer stories, industry-specific sessions … See why you can’t miss #HylandSummit Düsseldorf. ✨Explore the agenda: https://lnkd.in/gCZRf_7s",IMAGE,
urn:li:ugcPost:6975140346917777408,urn:li:organization:10043,2022-09-12,Welcome to #CommunityLIVE! 😎FYI: Registration is open until 5pm and opens daily at 7:30am. ,VIDEO,
urn:li:share:6967908308246560769,urn:li:organization:37930,2022-08-23,Mark your calendars for September 20th! ⤵️📅,NONE,
urn:li:share:6951127881586536448,urn:li:organization:10043,2022-07-08,"Le #HylandSummit, premier forum Français sur la transformation digitale se concentre sur la modernisation des services de contenu et la réussite dans le cloud. Rejoignez-nous en Octobre pour échanger, apprendre et découvrir. ✨Inscrivez-vous maintenant : https://lnkd.in/gcriWWgJ",IMAGE,
urn:li:share:6958391134041620480,urn:li:organization:10043,2022-07-28,"Despite the many benefits no-code, #LowCode and open source tools offer ✔️, there are downsides to these tools if they are not managed well. ❌",ARTICLE,
urn:li:ugcPost:6976235491037757440,urn:li:organization:10043,2022-09-15,🤩 🤩 🤩 🤩#CommunityLIVE,VIDEO,
urn:li:share:7005894014390460416,urn:li:organization:10043,2022-12-06,ICYMI: Hyland has launched its latest product enhancements and innovative solutions that will help its customers enrich and fuel their #DigitalEvolution journeys. 🚀Explore our new additions and considerations for key Hyland platforms. 👇,ARTICLE,
urn:li:share:6952683452785725440,urn:li:organization:10043,2022-07-12,"PRIDE Month has come and gone, but we're still reflecting on the conversations and lessons that #PRIDEatHyland brought us this past June. 🏳️‍🌈According to our Allyship and Activism panelists, here’s how you can do your part to ensure your LGBTQIA+ colleagues feel supported. 💚👇 ",ARTICLE,
urn:li:share:6968582856847601664,urn:li:organization:10043,2022-08-25,How do you encourage a healthy work environment when you’re separated by a screen? 🖥️We have some thoughts... 💭⬇️,ARTICLE,
urn:li:share:6962769951896068096,urn:li:organizationBrand:25736,2022-08-09,"Here are 3 reasons to rethink your outlook on #OpenSource:1. A strong community helps keep OSS secure. 🔒2. Transparency + customizability are driving a new generation of talent. 🚀3. Open source is the future of cross-company collaboration. 💻Learn more from Angel Borroy, Hyland Technology Evangelist: https://lnkd.in/gtUZZvjV",ARTICLE,
urn:li:share:7047188493260787713,urn:li:organizationBrand:28981048,2023-03-30,"🗓 The countdown to HIMSS is on! 🤝 Stop by booth 1255 to connect with Irma Rastegayeva✨Influence Through Storytelling™️, Evan Kirstel B2B TechFluencer and #HylandHealthcare experts!✨ See you soon! #HIMSS23 ",IMAGE,
urn:li:share:7047175907874144256,urn:li:organizationBrand:28981048,2023-03-30,"Join #HylandHealthcare for drinks 🍹, snacks 🍿, delicious desserts 🍰, networking and games in the renovated Game Room at the Chicago Athletic Club! Be sure to RSVP for this relaxing night out after a full day at #HIMSS23.https://lnkd.in/gkMtcyhM",IMAGE,
urn:li:share:7046535165250056192,urn:li:organizationBrand:28981048,2023-03-28,"🤔 Curious what #HylandHealthcare has in store for #HIMSS23? ⚕️ Join Hyland's Colleen Sirhal RN, BSN, CPHIMS and Mike Myers as they chat with Irma Rastegayeva✨Influence Through Storytelling™️ and Evan Kirstel B2B TechFluencer about all things HIMSS, healthcare tech trends, imaging and so much more.🗓 See you on April 11! ",IMAGE,
urn:li:share:7045076909042368512,urn:li:organizationBrand:28981048,2023-03-24,Heading to #HIMSS23? ✈️ Stop by #HylandHealthcare booth 1255 to experience some magic! 🔮 Be sure to reserve time to meet and RSVP for our customer event.👉 https://lnkd.in/gkMtcyhM,IMAGE,
urn:li:share:7044648390252498944,urn:li:organizationBrand:28981048,2023-03-23,,NONE,
urn:li:share:7042520132308402177,urn:li:organizationBrand:28978119,2023-03-17,"“Together with Amazon Web Services (AWS) we are providing a services and management portfolio that will give enterprise customers fast, flexible access to the #cloud."" ⚡☁️💻",ARTICLE,
urn:li:share:7042223079703416832,urn:li:organizationBrand:28981048,2023-03-16,"There are so many challenges that we are currently facing in the world of #healthcare, that possibly adding another one is overwhelming to think about. 😵Here's some perspective on #AI and automation: ",ARTICLE,
urn:li:share:7037059257439055872,urn:li:organizationBrand:28981048,2023-03-02,"So let’s talk this out... 🗣️Is #AI automation a good thing that will help or will it cause more problems? 🤔Razvan Atanasiu, Hyland Healthcare Chief Technology Officer, and other industry leaders provide some thoughts: ",ARTICLE,
urn:li:share:7036790996080214016,urn:li:organizationBrand:28978119,2023-03-01,"☁️ “Our efforts to continually bolster our expertise on Amazon Web Services (AWS) benefit our customers greatly, as they can feel confident that they are working with a qualified partner that possesses the knowledge to design, deploy and operate applications and infrastructure on #AWS."" - Matt Beyer, Hyland’s AWS Alliance Lead ☁️",ARTICLE,
urn:li:share:7029464485773934592,urn:li:organizationBrand:28978119,2023-02-09,"How does #PaaS work?Platform-as-a-Service works by supplying everything developers need to build, test, deliver and manage software applications across the software development lifecycle. 🔧🔄Explore some examples and benefits:",ARTICLE,
urn:li:ugcPost:7029473630300381184,urn:li:organizationBrand:28981048,2023-02-09,A new edition of #BuildatHyland is here! 🖥️🩺⚙️Hit ▶️ to hear from a team of developers and engineers who work on our Hyland Healthcare products: ,VIDEO,
urn:li:share:7028735442720100352,urn:li:organizationBrand:28978119,2023-02-07,📣 Hyland has been recognized as a Leader in the Gartner® Magic Quadrant™ for Content Services Platforms for 12 consecutive years and Gartner now includes Hyland as a Representative Vendor in the new Gartner® Market Guide for Content Services Platforms (CSP)! 📣,ARTICLE,
urn:li:share:7024390747068010496,urn:li:organizationBrand:28978119,2023-01-26,Platform-as-a-Service (#PaaS) is a cloud computing model ☁️ in which a vendor supplies a development and deployment environment for building and deploying software applications. 🖥️Learn more about how it works: ,ARTICLE,
urn:li:share:7022231423394734080,urn:li:organizationBrand:28978119,2023-01-20,"Hyland has been named a Leader in the IDC MarketScape: Worldwide Cloud #ContentServices 2022 Vendor Assessment! 👏“The assessment reinforces what we and our customers know: that we’re a Leader in cloud-based technology and capabilities to drive our customers’ success.” -Will Milewski, Hyland Senior VP of Cloud Platform Engineering ☁️⚙️Learn more about our exciting news:  ",ARTICLE,
urn:li:share:7011330219076702208,urn:li:organizationBrand:28978119,2022-12-21,#CloudEnablement = cloud adoption + migration + implementation ☁️🔄Learn more about the pieces of the equation ⬇️ https://lnkd.in/gfWkfZRm,IMAGE,
urn:li:share:6988182187200196608,urn:li:organizationBrand:28978119,2022-10-18,"In less than five years, insurers have gone from highly skeptical 🤔 to fully embracing 🤗 cloud-first strategies. So if #cloud is the winner, how did we get here in such a short period of time?Here's the answer:",ARTICLE,
urn:li:share:7008817888891478016,urn:li:organizationBrand:28978119,2022-12-14,We understand that the idea of moving your #ContentServices solution to the cloud can cause a bit of anxiety sometimes... 🙈That's why we're excited to offer existing Hyland customers a complimentary cloud consult! 👏Sign up now to receive a focused session for you and your business:,ARTICLE,
urn:li:share:6950086503028985856,urn:li:organizationBrand:28981048,2022-07-05,"🗞️ Lachie Swann to lead Hyland’s healthcare team in APAC 📰Based in Melbourne, Swann will lead Hyland’s healthcare team in the APAC region. 🌏 He will implement growth strategies to expand the company’s healthcare footprint. 👨‍⚕️ Full story: https://lnkd.in/g4ktseaz",IMAGE,
urn:li:share:6965406967553036289,urn:li:organizationBrand:28978119,2022-08-16,"Hyland customers, we need your help❗Our annual Global Information Governance Survey 📝 aims to determine the key challenges IG practitioners are facing, which approaches have yielded benefits, and the tactics used to successfully implement IG. We'd greatly appreciate if you could leave us your thoughts in the survey below. ⬇️ ",ARTICLE,
urn:li:share:6945367330860265472,urn:li:organizationBrand:28981048,2022-06-22,"Lisa Emery, CIO at The Royal Marsden, said:“These technologies all work seamlessly together to create a comprehensive patient record, which helps us achieve one of our ultimate goals – for our care providers to be able to make the most-informed decisions possible.” 🗨️📰👩‍⚕️",ARTICLE,
urn:li:share:6996079256887853057,urn:li:organizationBrand:28981048,2022-11-09,#HylandHealthcare will be in Chicago for #RSNA22. ✈️ Be sure to click and preregister for our special events. See you at booth #1323! 👋👉 https://lnkd.in/gCZpuvnJ,IMAGE,
urn:li:share:7004077960303443968,urn:li:organizationBrand:28981048,2022-12-01,✨ NEW! ✨👉 Hyland Clinician Window 22.1👉 NilRead 22.1  👉 NilNexus 22.1 Learn more about our Q4 #HylandHealthcare releases: https://lnkd.in/gYKw3k6p,IMAGE,
urn:li:share:6878719386899804160,urn:li:organization:10043,2021-12-20,1️⃣ Identify priorities2️⃣ Start small3️⃣ Adapt the IT operating model4️⃣ Be pragmaticRead more about the key elements that contribute to a successful ☁️-first strategy. ⬇️,ARTICLE,
urn:li:share:6879075490255269888,urn:li:organization:10043,2021-12-21,"From insurance processes 📝 to patient appointment processing 🩺 to loan servicing 💰, RPA is an ideal solution for organizations in any industry. Read more about some of our favorite #RPA stories in action: https://lnkd.in/g4eW8B-k ",ARTICLE,
urn:li:ugcPost:6879458212823867392,urn:li:organization:10043,2021-12-22,,URN_REFERENCE,
urn:li:share:6879767773380165633,urn:li:organization:10043,2021-12-23,"With the current health 😷 and economic 📈 crises, many government agencies, local councils and supporting organizations are finding the need to evolve and improve #CX. Take a look at how #ContentServices solutions can help drive that change: ",ARTICLE,
urn:li:share:6884491176536231936,urn:li:organization:10043,2022-01-05,Are you confident in the effectiveness and 🔒 security of your remote workforce? Check out 5️⃣ questions — and answers — leaders should consider to prepare their operations for the future of #RemoteWork: https://lnkd.in/dd2JKt32,IMAGE,
urn:li:ugcPost:6884858261502218240,urn:li:organization:10043,2022-01-06,We want to hear from you! What do you consider the most important quality when selecting a #ContentServices vendor?,URN_REFERENCE,
urn:li:share:6885203513748541440,urn:li:organization:10043,2022-01-07,"Have 5️⃣ minutes? ⌚ Learn more about metadata, content collaboration, ☁️ strategies and more with these 5️⃣ stand-out articles.",ARTICLE,
urn:li:share:6886706140009271296,urn:li:organization:10043,2022-01-11,"💙 How it started vs. How it's going 💚Our 2004 Annual Meeting looks a lot different than our 2022 Annual Meeting! 🤳With over 4,300 Hylanders across the globe, we can't wait to see what 2022 brings. 🌎#HylandLife",IMAGE,
urn:li:share:6887740292485656576,urn:li:organization:10043,2022-01-14,"Last month, Xander Schauffele  joined us to reflect on his eventful year 🥇 ⛳ 🏆 during a fireside chat 🔥 with Rich Lerner of the Golf Channel. Check out the highlights and catch the stream at the link below. 👇",ARTICLE,
urn:li:share:6889975492565381120,urn:li:organizationBrand:25736,2022-01-20,👨‍💻 Learn how to increase user productivity by having a native integration with Microsoft 365 web applications allowing for seamless collaboration inside and outside the integration in this upcoming webinar! https://lnkd.in/g8hQfHM2 ,ARTICLE,
urn:li:share:6890292128162148353,urn:li:organization:10043,2022-01-21,👨‍💻 Gain a deeper understanding of the Alfresco collaboration connector for #Microsoft365 and #Teams in this upcoming webinar: https://lnkd.in/g8hQfHM2 ,ARTICLE,
urn:li:share:6891364203366879233,urn:li:organizationBrand:28981048,2022-01-24,🔮 What's in store for #HealthTech in 2022? 🔮 The experts weigh in:,ARTICLE,
urn:li:share:6891741912148361216,urn:li:organization:10043,2022-01-25,"A global pandemic 🌎, nationwide shutdowns 🚫, and an overnight change in how, and where, many people work 🏡 has made digital optimization a must for mortgage lending and loan servicing organizations. 💵 ",ARTICLE,
urn:li:share:6892119313311227904,urn:li:organization:10043,2022-01-26,"Chet Patel, CCO and Managing Director at BT Global, believes in sharing future roadmaps 🗺️ with customers to create trust and buy-in. 🤝 Hear about how the oldest telco in the world builds customer relationships that stand the test of time. ⌛ Listen here: https://lnkd.in/dFdwkR4d",IMAGE,
urn:li:share:6892468999964483584,urn:li:organization:10043,2022-01-27,"👏 We're honored to be recognized for diversity, equity and inclusion efforts in Human Rights Campaign Foundation’s 2022 Corporate Equality Index!🏳️‍🌈 Learn more about Hyland's new corporate policies and procedures addressing LGBTQ+ workplace equality: https://lnkd.in/dBQU2DuQ #HylandLife #CEI2022",IMAGE,
urn:li:share:6892829150395412481,urn:li:organization:10043,2022-01-28,"Whatever your business goals for 2022, a foundation of leadership is 🗝️ to accomplishing them. Here are 2️⃣2️⃣ tips from successful CEOs:",ARTICLE,
urn:li:share:6894308426542129152,urn:li:organization:10043,2022-02-01,Hyland honors #BlackHistoryMonth by providing self-care tools for employees and supporting global health equity. The work begins with Dr. Kellie Kirksey’s mindfulness workshops for Hyland employees: https://lnkd.in/daNCkjdj #selfcare #BHM,IMAGE,
urn:li:ugcPost:6895003024541257728,urn:li:organization:37930,2022-02-03,1️⃣ platform for the entire enterprise 👏 Learn more about how #Nuxeo's digital asset management solution can help you do it all. ✨ ⬇️,VIDEO,
urn:li:share:6896815522470846464,urn:li:organization:10043,2022-02-08,"⚠️ Workplace challenges are in everyone’s future, but many of the solutions can be found in the past. Steve Murphy, CEO at Epicor Software, knows about looking back to move business forward. 👨‍💻 Hear more of his advice now: https://lnkd.in/dYShv4wW",IMAGE,
urn:li:share:6897177834604089344,urn:li:organization:10043,2022-02-09,"The ongoing pandemic and a growing, global workforce 🌏 have resulted in a vast expansion of the steps we take to promote and improve employee #wellness. 💚 Take a look at how we're working to help Hylanders achieve their maximum potential: 👇🚀 https://lnkd.in/dFbKGxqC #HylandLife ",ARTICLE,
urn:li:share:6897540274508423168,urn:li:organization:10043,2022-02-10,"Scott Craig, VP of Product Management at Hyland, shares 3️⃣ key insights that can help you find the right #AI solution: https://lnkd.in/dndacZyR ",ARTICLE,
urn:li:share:6897887159622451201,urn:li:organization:10043,2022-02-11,"Technology and automation have a large part to play in the future of #CustomerService. 👨‍💻 But when it comes to handling the exceptions, there will always be the need for some human intuition. 👥 Read about Alan J. Porter's ""Taylor-ed"" customer experience story:",ARTICLE,
urn:li:share:6898996815304491008,urn:li:organization:10043,2022-02-14,No one:Absolutely no one:Hylanders: I ❤️ #ContentServices!,IMAGE,
urn:li:share:6899352049373585408,urn:li:organization:10043,2022-02-15,"New to #IntelligentAutomation? Dive in below 👇 — our intelligence automation primer will get you caught up. In this piece, we'll cover:What is intelligent automation? ❓Intelligent automation tools 🛠️Trends 📈Examples 📖An implementation roadmap 🗺️",ARTICLE,
urn:li:share:6899699210988728320,urn:li:organization:10043,2022-02-16,"Great things happen when leaders  pause to take a wider view of the business. 🎧 Find out more from Stephanie C. Hill, Executive Vice President of Rotary and Missions Systems at Lockheed Martin: https://lnkd.in/da9NhtUr",IMAGE,
urn:li:share:6901601451832131584,urn:li:organizationBrand:28981048,2022-02-21,"The Biden administration “reignited” the US’ Cancer Moonshot initiative 🌙, setting a goal to halve the country’s age-adjusted cancer death rate within the next 25 years. Here’s how they plan to achieve this “Moonshot” of a goal, and what that means for imaging: ⬇️",ARTICLE,
urn:li:ugcPost:6901911732869058560,urn:li:organization:10043,2022-02-22,How can we empower workforces – both remote and in the office – to do the best work possible? 💭Hint: It has nothing to do with micromanaging. 🚫,URN_REFERENCE,
urn:li:share:6901979301219299329,urn:li:organization:10043,2022-02-22,"Chet Patel, CCO and Managing Director at BT Global, shares how the oldest telco ☎️ in the world stays relevant by asking customers the right questions. ❓ Hear more about his philosophy on staying ahead of customer needs and creating your own luck. 🍀 Listen now: https://lnkd.in/dm9VSKTF ",ARTICLE,
urn:li:share:6902251237425971200,urn:li:organization:10043,2022-02-23,5️⃣ articles in 5️⃣ minutesWhat you need to know: ❗The 60-second download: ⏱️Read it all: 📖 ,ARTICLE,
urn:li:share:6902598182128488449,urn:li:organization:10043,2022-02-24,"More organizations are turning to Hyland #ManagedServices to help support the life, value and success of their Hyland solutions ⭐ — but how do you know if a managed services model is right for you and what service level you need? 🤔We have some thoughts. 👇👇👇 ",ARTICLE,
urn:li:share:6902628337731411968,urn:li:organization:37930,2022-02-24,"On this episode of Content Journeys, Iotis Even, Associate VP of Digital Engagement at Hyland, shares some good, basic rules for website development 🖥️, customer engagement 🤝, & even some insight on how Batman influences her approach to digital design. 🦇 ",ARTICLE,
urn:li:share:6902703949632417792,urn:li:organization:10043,2022-02-24,"In a changing working world 🌎, Person, like other CFOs, is setting a course through the pandemic’s wake: an unprecedentedly competitive labor market 📈 and the highest consumer price inflation in 40 years. 💰",ARTICLE,
urn:li:share:6904410171481939968,urn:li:organization:10043,2022-03-01,IT has one of the most significant opportunities to aid recruitment and support a more productive workplace ➡️ instituting (or strengthening) a bring your own device (BYOD) policy. 🖥️,ARTICLE,
urn:li:share:6904500768033124352,urn:li:organization:10043,2022-03-01,"Achieving meaningful outcomes with a #RemoteWorkforce is far more within reach than you realize. Discover the 6️⃣ digital tools 🛠️ you need to keep dispersed employees productive, effective and focused on what matters: https://lnkd.in/dwBBgVMG",IMAGE,
urn:li:share:6904848333870108672,urn:li:organization:10043,2022-03-02,"""#ArtificialIntelligence and analytics are set to gain greater prominence during 2️⃣0️⃣2️⃣2️⃣, building on the rise of automation technologies, such as #RPA. These will enable organisations to unlock insights and allow enterprises to move from data, to information, to knowledge, to insights, and finally to wisdom."" - Tim Hood, Hyland VP, EMEA & APAC",ARTICLE,
urn:li:share:6905497319706624000,urn:li:organization:10043,2022-03-04,"As enterprises continue to battle #TheGreatResignation, Monique Williams shares some proof that 🤖 a u t o m a t i o n 🤖 could be the answer:",ARTICLE,
urn:li:share:6906953101228793856,urn:li:organization:10043,2022-03-08,"🙅‍♀️ On International Women’s Day, Hyland looks at what it takes to #BreaktheBias: https://lnkd.in/dgEDK5-w #IWD2022 ",IMAGE,
urn:li:share:6907342954546257921,urn:li:organization:10043,2022-03-09,"📣 We're thrilled to share that Dan Dennis has been hired as our Senior Vice President and Chief Information Security Officer. Welcome to Hyland, Dan! https://lnkd.in/eUmbvM7i",ARTICLE,
urn:li:share:6907686705865068544,urn:li:organization:37930,2022-03-10,🎧 Are you building intelligent #content audio models? Alan J. Porter shares how to make the best use of audio with CMSWire: https://lnkd.in/d-BjXzUA,ARTICLE,
urn:li:share:6909151630756085761,urn:li:organization:10043,2022-03-14,"First there was automation... 🤖now there is #hyperautomation. 🚀Tim Hood, Hyland VP of EMEA and APAC, discusses the concept and how it can elevate the workplace: ",ARTICLE,
urn:li:share:6909211606904123392,urn:li:organizationBrand:28981048,2022-03-14,Hyland is returning to #HIMSS22 to support attendees' quest to re-imagine healthcare interoperability through scalable content services and enterprise medical imaging solutions. 🩺🖥️We'll see you there! 👋 ,ARTICLE,
urn:li:share:6909484611240620032,urn:li:organization:10043,2022-03-15,"🏎️ Where technology meets with speed and agility, you’ll find Hyland and Valtteri Bottas. 🏁 Welcome to the team, VB! ➡️ Read more about our partnership: https://lnkd.in/d9jZ828S",IMAGE,
urn:li:share:6909846050010726400,urn:li:organization:10043,2022-03-16,We are thrilled to be hosting the Hybrid Hyland Hackathon both at our Westlake HQ and virtually on April 2-3! 👏💻 Check out the event details and sign up. 👇 ,ARTICLE,
urn:li:share:6909876493045121024,urn:li:organization:18124695,2022-03-16,"There's a bright future ahead for automation technology 💡... and #RPA is leading the charge. 🚀 Check out some more thoughts from Monique Williams, Hyland Regional Sales Manager: ",ARTICLE,
urn:li:share:6910299016295501824,urn:li:organization:10043,2022-03-17,"With functions that can overlap, #AutomatedIntelligence and #ArtificialIntelligence rarely mean — or do — exactly the same things. Here's a 🗺️ to help you navigate the differences. ⬇️",ARTICLE,
urn:li:share:6911688310658596864,urn:li:organization:10043,2022-03-21,"🎧 Hyland's Alan J. Porter shares that it's time to start thinking about the content strategy for when, where and how we want to use audio but also to build intelligent models for the future: https://lnkd.in/d-BjXzUA ",ARTICLE,
urn:li:share:6912005310849105920,urn:li:organization:10043,2022-03-22,"📚 Historical take 📚In the mid-eighteenth century, industrialization brought an explosion 💥 of productivity and economic growth 🌱 that created far more jobs than were lost.The current wave of #automation will be no different. Read more: ",ARTICLE,
urn:li:share:6912382955973672960,urn:li:organization:10043,2022-03-23,"The world is catching on to the power of #IntelligentProcessAutomation. 💥 With most growth-focused organizations already on the road to digital transformation, IPA is like an express lane for furthering those efforts. 🚀 Learn more: https://lnkd.in/dqg7sQmV",ARTICLE,
urn:li:share:6912729896255377409,urn:li:organization:18124695,2022-03-24,Studies show there is a ➕ correlation between the intensity of robotic process automation 🤖 and the profitability of an organization. 💰 Click below to learn more about the ins and outs of #RPA and what it could mean for your organization:,ARTICLE,
urn:li:share:6912760356708696065,urn:li:organization:10043,2022-03-24,"Financial institutions 💰 are under pressure to not only continue providing trusted, high-quality services to consumers and clients 🤝, but to also evolve the myriad of ways that those services are delivered. 📱 Explore how #ContentServices can be the answer:",ARTICLE,
urn:li:share:6913092347807301632,urn:li:organization:10043,2022-03-25,➡️ What are the capabilities of #RPA today? 🤖➡️ The future of RPA ✨➡️ Will RPA replace jobs? 🤔➡️ RPA innovation 💡➡️ Prepare for the future of RPA 🛠️➡️ How to try an RPA solution for free 👏Start exploring the full story of robotic process automation ⬇️,ARTICLE,
urn:li:share:6914179524372893696,urn:li:organization:37930,2022-03-28,Join Nuxeo #DAM experts Lisa McIntyre and Alan Porter for the first in a new series of quarterly webinars 🖥️ in which we will explore the evolution of Digital Asset Management. 💫 Register here: https://lnkd.in/dasMa7-t,ARTICLE,
urn:li:share:6914218306900021248,urn:li:organization:10043,2022-03-28,We're excited to share the official opening of ✨ Hyland University ✨ — a new learning space for developing expertise across the entire Hyland portfolio of products. 📚 Here's the need-to-know 👉 https://lnkd.in/gbrqNCU7,IMAGE,
urn:li:ugcPost:6914286313705787392,urn:li:organization:10043,2022-03-28,Hit play for a sneak peek 👀 at what's in store for the 2022 Hyland Hackathon! 💻 The deadline is coming up fast. ⚡ Be sure to reserve your spot by March 31st at https://lnkd.in/g8wcp2QX. 👈,VIDEO,
urn:li:ugcPost:6914587229721956353,urn:li:organization:10043,2022-03-29,Better UX ✔️Enhanced automation ✔️Improved scalability ✔️More innovative technology to power your business ✔️Check out what's NEW across the Hyland portfolio 👏😎👇 https://lnkd.in/gbBkfShv,VIDEO,
